# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;60;1415150351;-50401.58;1.18;24237.53
axle;60;1415150411;-1083.47;-0.95;-9648.70
axle;60;1415150471;-851.73;-2.25;-5129.18
axle;60;1415150531;16555.23;-4.63;-9565.43
axle;60;1415150591;19310.93;0.90;592.08
axle;60;1415150651;-23606.45;0.65;253.94
axle;60;1415150711;6213.07;0.85;-952.97
axle;60;1415150771;9440.72;0.97;674.22
axle;60;1415150831;-14291.63;0.33;-26.50
axle;60;1415150891;12529.25;0.85;565.90
axle;60;1415150951;23631.90;0.95;600.55
axle;60;1415151011;711.75;0.95;841.40
axle;60;1415151071;-789.43;0.68;783.30
axle;60;1415151131;-773.90;0.80;788.88
axle;60;1415151191;-808.93;0.78;811.07
axle;60;1415151251;-1264.35;1.32;807.88
axle;60;1415151311;-470.63;0.73;831.45
